ID,CUA_Task_ID,CUA_Status,CUA_Output,CUA_Llink,CUAEval,CUAEvalReasoning,SkyvernCUA_Infra_Error,SkyvernCUA_Infra_Error_Reasoning
1737,tsk_385115714012673998,failed,null,https://app.skyvern.com/tasks/tsk_385115714012673998,Failure,The AI bot failed to log in due to CAPTCHA verification,TRUE,"This is an infrastructure issue because it involves CAPTCHA verification, which is a part of the infrastructure and external to the AI agent itself. The problem lies in the interaction with the web page that presents the CAPTCHA, not in the agent's logic or behavior."
1738,tsk_385115732641107186,completed,"{""top_documents"": [{""name"": ""Review Calculus AB Sec 2"", ""rating"": ""100%"", ""votes"": 7, ""href"": ""https://www.studocu.com/en-us/document/harvard-university/calculus-series-and-differential-equations/review-calculus-ab-sec-2/43226495?queryID=20bfa8525346a248de79f03e702a4af9&origin=search-results""}, {""name"": ""2013 htdm 1 away inn an independently owned resort hotel"", ""rating"": ""100%"", ""votes"": 6, ""href"": ""https://www.studocu.com/en-us/document/harvard-university/calculus-series-and-differential-equations/2013-htdm-1-away-inn-an-independently-owned-resort-hotel/71345873?queryID=20bfa8525346a248de79f03e702a4af9&origin=search-results""}, {""name"": ""Seminar Assignments-Mandatory Assignments -Multivariable Calculus - Math 21A"", ""rating"": ""100%"", ""votes"": 6, ""href"": ""https://www.studocu.com/en-us/document/harvard-university/multivariable-calculus/seminar-assignments-mandatory-assignments-multivariable-calculus-math-21a/748452?queryID=20bfa8525346a248de79f03e702a4af9&origin=search-results""}]}",https://app.skyvern.com/tasks/tsk_385115732641107186,Success,The bot successfully completed the task,,
1739,tsk_385115749820976376,failed,null,https://app.skyvern.com/tasks/tsk_385115749820976376,Failure,The AI bot failed to progress to the Premium subscription page.,FALSE,"The issue mentioned is related to the AI agent's ability to navigate to a specific page (the Premium subscription page), which falls under navigation issues related to the AI agent itself, not the infrastructure."
1740,tsk_390746833029605990,completed,"{""studylist_name"": ""Fall Semester Math Resources"", ""document_topic"": ""Statistics"", ""confirmation_type"": ""visual"", ""confirmation_message"": null, ""document_present_in_studylist"": false, ""details"": {""studylist_owner"": ""James Wang"", ""number_of_documents"": 0, ""course_associated"": ""Probability and Statistics (MATHUA235)"", ""document_titles_in_studylist"": [], ""visual_evidence"": ""The studylist 'Fall Semester Math Resources' currently shows '0 documents' and there is no visible document with the topic 'Statistics' present in the list.""}}",https://app.skyvern.com/tasks/tsk_390746833029605990,Success,The bot successfully completed the task,,
1741,tsk_385115792770649346,completed,"{""newsletters"": [{""name"": ""Who Can You Trust When Creativity Is Algorithmic?"", ""subscription_model"": ""paid""}, {""name"": ""What are \""agent-worthy\"" creative workflows?"", ""subscription_model"": ""paid""}, {""name"": ""Codex CLI vs Claude Code: Beginner-Friendly Manual"", ""subscription_model"": ""paid""}, {""name"": ""\ud83d\udd35 AI Agent Dialogue: Getting Started with A2A"", ""subscription_model"": ""paid""}, {""name"": ""Useful Starter Handbook: Transforming Creative Production with Vertex AI"", ""subscription_model"": ""paid""}]}",https://app.skyvern.com/tasks/tsk_385115792770649346,Success,The bot successfully completed the task,,
1742,tsk_385115809950518536,completed,"{""articles"": [{""title"": ""March Update on Blockchain Technology: Ethereum Completes Pectra Upgrade on All Testnets, SIMD-0228 Fails, Berachain PoL Launched"", ""author"": ""GaryMa, WuBlockchain"", ""publication"": ""Wu Blockchain"", ""date"": ""Apr 14"", ""excerpt"": ""Written by: GaryMa, WuBlockchain"", ""reading_time"": ""4 min read"", ""url"": ""https://wublock.substack.com/p/march-update-on-blockchain-technology?utm_source=%2Fsearch%2Fblockchain%2520technology&utm_medium=reader2""}, {""title"": ""Blockchain Invest News April 21, 2025"", ""author"": ""Pemo Theodore"", ""publication"": ""Silicon Valley Blockchain Invest"", ""date"": ""Apr 21"", ""excerpt"": ""..all the Blockchain & Crypto News you need to know"", ""reading_time"": ""3 min read"", ""url"": ""https://svblockchaininvest.substack.com/p/blockchain-invest-news-april-21-2025?utm_source=%2Fsearch%2Fblockchain%2520technology&utm_medium=reader2""}, {""title"": ""Inside the Dark Ages of Blockchain Governance II"", ""author"": ""Wassim Z. Alsindi"", ""publication"": ""Reminiscences of a Substack Operator"", ""date"": ""Apr 22"", ""excerpt"": ""Far from transcending the flaws of human governance, blockchain networks have mirrored the very structures they sought to dismantle. Have we learned anything?"", ""reading_time"": ""10 min read"", ""url"": ""https://reminiscencesofasubstackoperator.substack.com/p/inside-the-dark-ages-of-blockchain-governance-ii?utm_source=%2Fsearch%2Fblockchain%2520technology&utm_medium=reader2""}]}",https://app.skyvern.com/tasks/tsk_385115809950518536,Success,The bot successfully completed the task,,
1743,tsk_385115821008412962,completed,"{""recent_posts"": [{""title"": ""Letters from an American"", ""publication_date"": ""April 22, 2025""}, {""title"": ""REGENERATOR (alpha)"", ""publication_date"": null}, {""title"": ""Strength In Numbers"", ""publication_date"": null}, {""title"": ""Harbourfront Quantitative Finance"", ""publication_date"": null}, {""title"": ""Aftermarket Report by Zerodha"", ""publication_date"": null}]}",https://app.skyvern.com/tasks/tsk_385115821008412962,Success,The bot successfully completed the task,,
1744,tsk_385115842861692894,failed,null,https://app.skyvern.com/tasks/tsk_385115842861692894,Failure,The AI bot was unable to complete the task because it couldn’t confirm wheather the id required or not,FALSE,"The issue described is related to the AI bot's logic or process in confirming whether an ID is required. This suggests a problem with the agent's decision-making or task implementation, rather than the underlying infrastructure."
1745,tsk_385115859663118632,completed,"{""product_name"": ""Apple iPad Air (M3) Wi-Fi"", ""zip_code"": ""10003"", ""estimated_shipping_time"": ""Arrives by Sat, Apr 26""}",https://app.skyvern.com/tasks/tsk_385115859663118632,Success,The bot successfully completed the task,,
1746,tsk_385115876842987822,completed,"{""shipping_weight"": ""17.33 Pounds"", ""dimensions"": {""height"": ""42.17 Inches"", ""width"": ""11.02 Inches"", ""depth"": ""15.51 Inches""}}",https://app.skyvern.com/tasks/tsk_385115876842987822,Success,The bot successfully completed the task,,
1747,tsk_385115895849864464,failed,null,https://app.skyvern.com/tasks/tsk_385115895849864464,Failure,"The AI bot failed after multiple attempts to apply the vegetarian filter, so the task is incomplete",FALSE,"The error relates to the AI agent's failure to apply a filter, which is a navigation or action issue specific to the agent's task performance. It does not indicate an issue with the browser infrastructure."
1748,tsk_385115913029733654,completed,"{""recipes"": [{""title"": ""Tyler Smith\u2019s Air-Fryer Buffalo Wings"", ""cook_time"": null}, {""title"": ""Spinach Shrimp Fettuccine"", ""cook_time"": ""less than 10 minutes""}, {""title"": ""Shrimp and Mushroom Pasta"", ""cook_time"": ""30 minutes""}]}",https://app.skyvern.com/tasks/tsk_385115913029733654,Success,The bot successfully completed the task,,
1749,tsk_385115924466071530,failed,null,https://app.skyvern.com/tasks/tsk_385115924466071530,Failure,The AI bot repeatedly interacted with the search bar and search icon but did not successfully navigate to the 'Classic Meatloaf' recipe page,FALSE,"The error described is related to the AI agent's navigation ability. The agent is failing to navigate correctly to the desired page, which is a non-infrastructure issue. The problem lies in how the agent interacts with web elements to achieve its intended goal, not with the underlying browser infrastructure or connectivity."
1750,tsk_385115947389472028,completed,"{""recommendation"": {""title"": ""'Today\u2019s computers are horribly inefficient': How a US startup is going Apple's way \u2014 combining hardware and software to crack AI's big 99% power consumption problem"", ""author"": ""Wayne Williams"", ""publication_date"": ""May 22, 2024"", ""description"": ""Efficient Computer has created a 'post-von Neumann processor' that combines hardware and software to be more efficient."", ""url"": ""https://www.techradar.com/pro/todays-computers-are-horribly-inefficient-how-a-us-startup-is-going-apples-way-by-combining-hardware-and-software-to-crack-ais-big-99-power-consumption-problem""}}",https://app.skyvern.com/tasks/tsk_385115947389472028,Success,The bot successfully completed the task,,
1751,tsk_385115963120777202,completed,"{""articles"": [{""title"": ""Secure foundations for AI with privacy by design"", ""publication_date"": ""July 15, 2024""}, {""title"": ""In the age of AI, everybody could lose the right to anonymity"", ""publication_date"": ""February 26, 2025""}, {""title"": ""Businesses are finding AI a challenge for data privacy"", ""publication_date"": ""November 3, 2023""}]}",https://app.skyvern.com/tasks/tsk_385115963120777202,Success,The bot successfully completed the task,,
1752,tsk_385115986044177698,completed,"{""key_features"": [{""feature"": ""3,200 x 2,000 OLED screen"", ""description"": ""The screen is sharp, with rich colors and deep blacks, offering incredible sharpness and color accuracy. It includes Calman Verified and Pantone Validated certifications, with an average Delta E of 0.51 and 99% DCI-P3 color gamut coverage.""}, {""feature"": ""Gaming performance"", ""description"": ""The laptop includes a 120Hz refresh rate and 0.2ms response time, making it suitable for gaming. It achieved high frame rates in 1080p gaming benchmarks, such as 186fps in F1 22 and 144fps in Shadow of the Tomb Raider.""}, {""feature"": ""Asus Dial"", ""description"": ""The Asus Dial is a unique feature that allows users to make granular adjustments in creative tools like Adobe Premiere Pro, Photoshop, and Lightroom. It enhances workflow efficiency for creative professionals.""}]}",https://app.skyvern.com/tasks/tsk_385115986044177698,Success,The bot successfully completed the task,,
1753,tsk_390681686965661550,failed,null,https://app.skyvern.com/tasks/tsk_390681686965661550,Bad Task,"The bot failed because, on The Telegraph website, there were no follow options available for the two journalist profiles, so it was unable to complete the task",,
1754,tsk_390683709595117666,failed,null,https://app.skyvern.com/tasks/tsk_390683709595117666,Failure,"The bot reached the website and kept scrolling and using search and filters, but the 'Daily Briefing' newsletter does not appear to be listed or available for subscription on the newsletter page, so it couldn't complete the task",FALSE,"The issue described involves the AI agent navigating the website and failing to find a specific newsletter ('Daily Briefing') for subscription. This indicates a problem with the agent's information retrieval process, as it could not locate the expected content on the page, rather than an issue with the underlying infrastructure."
1755,tsk_390742486222564768,timed_out,null,https://app.skyvern.com/tasks/tsk_390742486222564768,Failure,The bot got stuck on the website while looking for an article and couldn't add it to the 'Week's Top Read' section.,FALSE,"The issue described is related to the AI agent not being able to locate and process the article. This suggests a problem with its navigation or information retrieval capabilities rather than an issue with the underlying infrastructure, such as website access or loading."
1756,tsk_390743659492236178,completed,null,https://app.skyvern.com/tasks/tsk_390743659492236178,Success,The bot successfully completed the task,,
1757,tsk_390744793363602488,failed,null,https://app.skyvern.com/tasks/tsk_390744793363602488,Failure,"The bot only found options to sign up for email newsletters, not to set up custom browser alerts for new 'Technology' articles. As a result, it kept scrolling and was unable to complete the task",FALSE,"The issue described is related to the AI agent's ability to correctly identify and interact with the website's interface elements, specifically distinguishing between newsletter sign-ups and setting up browser alerts. This is a navigation or information retrieval problem, indicating a flaw in the agent's logic, not an underlying infrastructure issue."
1758,tsk_390745905760132312,failed,null,https://app.skyvern.com/tasks/tsk_390745905760132312,Failure,"The bot has been repeatedly scrolling through the newsletters page, likely searching for a way to select preferred topics for the profile, but since there was no individual option available, it was unable to complete the task",FALSE,"The error described is a navigation issue. The AI agent is unable to find and select the preferred topics on the newsletters page, which relates to how the agent is programmed to interact with the website, not the underlying infrastructure or connectivity."
1759,tsk_390746845614368900,failed,null,https://app.skyvern.com/tasks/tsk_390746845614368900,Bad Task,"There is no visible option to opt in for podcast notifications in The Telegraph's Podcasts section, so the bot was unable to identify or make the necessary changes.",,
1760,tsk_390747589387312592,completed,null,https://app.skyvern.com/tasks/tsk_390747589387312592,Success,The bot successfully completed the task,,
1761,tsk_390748134848159276,failed,null,https://app.skyvern.com/tasks/tsk_390748134848159276,Failure,"The bot reached the website and saved the article, but it couldn't remove it from the saved articles list. Even after refreshing, the article was still displayed",FALSE,"The issue described is related to the bot's inability to remove an article from the saved list after it has been saved. This is a functionality problem with the bot's operations post-website access, not a problem with accessing or interacting with the website's infrastructure."
1762,tsk_390748503771884396,failed,null,https://app.skyvern.com/tasks/tsk_390748503771884396,Failure,"The bot failed because it got stuck in a loop between 'My Account,' 'My Feed,' and the main menu without finding the topic management controls",FALSE,"The issue described is related to navigation, where the AI agent is unable to locate the topic management controls and gets stuck in a loop. This indicates a problem with the agent's functionality rather than the underlying infrastructure like proxies or captcha resolving."
1763,tsk_385116196497575230,completed,"{""subscriptions"": [{""type"": ""Digital"", ""payment_options"": [{""plan"": ""Monthly"", ""price"": ""1 month free, then 2 months for $1, then $19.99 per month"", ""details"": ""Auto renews unless cancelled. Billed after your 1-month free trial as $0.50 per month for 2 months, then $19.99 per month. You will be notified of any price increases in advance. Offer exclusive to new customers only."", ""subscribe_link"": ""https://secure.telegraph.co.uk/customer/secure/checkout/?productId=ovsds2tmobzhgytknbzdi3dvonsgk3dk&offerId=freetrial-digital-month-RP781&campaignId=004A""}, {""plan"": ""Yearly"", ""price"": ""$59 for your first year, $269 per year thereafter"", ""details"": ""Auto renews unless cancelled. Offer exclusive to new customers only."", ""subscribe_link"": ""https://secure.telegraph.co.uk/customer/secure/login?redirectTo=https%3A%2F%2Fsecure.telegraph.co.uk%2Fcustomer%2Fsubscribe%2Foffers%2Fus%2F%3FICID%3Dus_premiumsub_generic_index_topnav""}], ""features"": [""Unlimited access to our website"", ""The latest news updates and daily digital newspaper in our app"", ""Subscriber-only email newsletters from our journalists"", ""Gift up to 10 articles, completely free every month""]}, {""type"": ""Digital Plus"", ""payment_options"": [{""plan"": ""Monthly"", ""price"": ""3 months for $1 then $44.99 per month"", ""details"": ""Auto renews unless cancelled. Billed after your one month free trial as $0.50 per month for two months, then $44.99 per month. You will be notified of any price increases in advance. Offer exclusive to new customers only."", ""subscribe_link"": ""https://secure.telegraph.co.uk/customer/secure/checkout/?productId=nbrdk4rzgjwte4dmnnzhgobuobvwgytm&offerId=digitalplus-monthly-RP516&campaignId=004A""}, {""plan"": ""Yearly"", ""price"": ""$69 for your first year, then $379 per year"", ""details"": ""Auto renews unless cancelled. Offer exclusive to new customers only."", ""subscribe_link"": null}], ""features"": [""All the features of a Digital Subscription"", ""3 bonus Telegraph Digital Subscriptions to share with friends or family members"", ""Our brilliant range of Puzzles, including PlusWord, Sudoku, Panagram and Crosswords"", ""Gift up to 15 articles, completely free every month""]}, {""type"": ""Puzzles"", ""payment_options"": [{""plan"": ""Yearly"", ""price"": ""Enjoy 1 year of Puzzles for just $1"", ""details"": null, ""subscribe_link"": ""https://www.telegraph.co.uk/customer/subscribe/04si1a0/""}], ""features"": null}, {""type"": ""Student"", ""payment_options"": [{""plan"": ""Yearly"", ""price"": ""Claim a year of free access"", ""details"": null, ""subscribe_link"": ""https://www.telegraph.co.uk/customer/subscribe/students/""}], ""features"": null}]}",https://app.skyvern.com/tasks/tsk_385116196497575230,Success,The bot successfully completed the task,,
1764,tsk_385116207933911062,completed,"{""articles"": [{""title"": ""Nigel Farage is right: net zero is the new Brexit"", ""author"": ""Michael Deacon, Columnist"", ""date_published"": ""22 Apr 2025"", ""time_published"": ""1:04 am"", ""url"": ""https://www.telegraph.co.uk/news/2025/04/22/nigel-farage-is-right-net-zero-is-the-new-brexit/""}, {""title"": ""US tariffs are not America\u2019s Brexit"", ""author"": ""Kallum Pickering"", ""date_published"": ""20 Apr 2025"", ""time_published"": ""9:04 am"", ""url"": ""https://www.telegraph.co.uk/business/2025/04/20/us-tariffs-are-not-americas-brexit/""}, {""title"": ""Keir Starmer wants to rejoin the EU by the back door"", ""author"": ""Andrew Griffith"", ""date_published"": ""19 Apr 2025"", ""time_published"": ""10:04 am"", ""url"": ""https://www.telegraph.co.uk/news/2025/04/19/andrew-griffith-keir-starmer-wants-rejoin-eu-by-back-door/""}, {""title"": ""Reform, not Labour, are Britain\u2019s true workers\u2019 party"", ""author"": ""Stephen Pollard"", ""date_published"": ""17 Apr 2025"", ""time_published"": ""7:04 am"", ""url"": ""https://www.telegraph.co.uk/news/2025/04/17/is-reform-the-most-left-wing-party-in-britain/""}, {""title"": ""America or the EU? Britain should choose neither"", ""author"": ""Andrew Lilico"", ""date_published"": ""16 Apr 2025"", ""time_published"": ""10:04 am"", ""url"": ""https://www.telegraph.co.uk/news/2025/04/16/america-or-the-eu-britain-should-choose-neither/""}]}",https://app.skyvern.com/tasks/tsk_385116207933911062,Success,The bot successfully completed the task,,
1765,tsk_385116229030306128,completed,"{""headline"": ""Baftas red carpet 2025: Demi Moore leads the best-dressed stars in a shimmering beaded gown"", ""publication_date"": ""16 Feb 2025""}",https://app.skyvern.com/tasks/tsk_385116229030306128,Success,The bot successfully completed the task,,
1766,tsk_385116242293649440,completed,"{""headlines"": [""Rubio: Ukraine peace deal unlikely this week"", ""Trump considers climb down in trade war with China as tariffs hammer US"", ""Pierre Poilievre\u2019s rallies feel distinctly Trumpian \u2013 they might just help him win"", ""Rachel Reeves is in trouble \u2013 and Trump's making it worse"", ""Patriotic, macho and anti-woke: UFC is a haven for the Maga mindset""]}",https://app.skyvern.com/tasks/tsk_385116242293649440,Success,The bot successfully completed the task,,
1767,tsk_385116254800109910,completed,"{""top_travel_titles"": [""The best (and worst) UK World Heritage Sites, ranked"", ""I joined the exclusive \u2018193 travel club\u2019 and there was danger at every turn"", ""My mini tour of the \u2018worst hotel chain in Britain\u2019"", ""Europe\u2019s best-kept holiday secrets, according to our experts"", ""I was the \u2018perfect\u2019 plane passenger, right down to giving the cabin crew a gift. Here\u2019s what happened""]}",https://app.skyvern.com/tasks/tsk_385116254800109910,Success,The bot successfully completed the task,,
1768,tsk_390748786939587014,completed,"""I successfully updated your newsletter subscription preference on The Telegraph website. \""The Daily Digest\"" was removed, and I subscribed you to \""The Telegraph Travel Newsletter,\"" which is sent twice a week, aligning with your preference for less frequent updates. Let me know if you need any further adjustments!""",https://app.skyvern.com/tasks/tsk_390748786939587014,Success,The bot successfully completed the task,,
1769,tsk_385116289538289702,completed,"{""url"": ""https://testbook.com/ssc-cgl-exam/exam-pattern"", ""updates"": {""tier_1"": {""description"": ""The Tier 1 exam comprises 100 questions for a total of 200 marks, with each question carrying 2 marks. The questions will be objective-type MCQs. The exam will be conducted online and is of qualifying nature, meaning marks will not be counted in the final selection. There is no sectional time limit, and the total duration is 60 minutes."", ""sections"": [{""name"": ""General Intelligence & Reasoning"", ""questions"": 25, ""marks"": 50}, {""name"": ""General Awareness"", ""questions"": 25, ""marks"": 50}, {""name"": ""Quantitative Aptitude"", ""questions"": 25, ""marks"": 50}, {""name"": ""English Comprehension"", ""questions"": 25, ""marks"": 50}], ""negative_marking"": ""\u00bd mark for every incorrect answer""}, ""tier_2"": {""description"": ""The Tier 2 exam will be conducted in 2 phases: Paper I (compulsory for all posts) and Paper II (for Junior Statistical Officer - JSO). Paper I will be conducted in 2 sessions on the same day in two shifts."", ""paper_1"": {""sessions"": [{""name"": ""Session I"", ""sections"": [{""name"": ""Section I"", ""modules"": [{""name"": ""Mathematical Abilities"", ""questions"": 30, ""marks"": 90, ""weightage"": ""23%"", ""duration"": ""1 hour""}, {""name"": ""Reasoning and General Intelligence"", ""questions"": 30, ""marks"": 90, ""weightage"": ""23%""}]}, {""name"": ""Section II"", ""modules"": [{""name"": ""English Language and Comprehension"", ""questions"": 45, ""marks"": 135, ""weightage"": ""35%"", ""duration"": ""1 hour""}, {""name"": ""General Awareness"", ""questions"": 25, ""marks"": 75, ""weightage"": ""19%""}]}, {""name"": ""Section III"", ""modules"": [{""name"": ""Computer Knowledge Test"", ""questions"": 20, ""marks"": 60, ""weightage"": ""Qualifying"", ""duration"": ""15 minutes""}]}]}, {""name"": ""Session II"", ""modules"": [{""name"": ""Data Entry Speed Test"", ""description"": ""One Data Entry Task"", ""weightage"": ""Qualifying"", ""duration"": ""15 minutes""}]}]}, ""paper_2"": {""description"": ""Paper II is for candidates applying for Junior Statistical Officer (JSO) posts in the Ministry of Statistics and Programme Implementation."", ""sections"": [{""name"": ""Statistics"", ""questions"": 100, ""marks"": 200, ""duration"": ""2 hours""}]}, ""negative_marking"": {""paper_1"": ""1 mark for each wrong answer in Section-I, Section-II, and Module-I of Section-III"", ""paper_2"": ""\u00bd mark for each wrong answer""}}, ""additional_notes"": [""Both Tier 1 and Tier 2 exams will be conducted in Computer-based Online mode."", ""Candidates must refer to the revised syllabus for effective preparation.""]}, ""last_updated"": ""2025-04-24""}",https://app.skyvern.com/tasks/tsk_385116289538289702,Success,The bot successfully completed the task,,
1770,tsk_385116302044750186,completed,"{""video_lectures"": [{""title"": ""Target IIM Batch"", ""description"": ""170 Live Classes, Hinglish"", ""instructor"": ""Testbook & Team""}, {""title"": ""Resolution Batch - CAT & OMETs 2025"", ""description"": ""200 Live Classes, Hinglish"", ""instructor"": ""Testbook & Team""}, {""title"": ""MBA - Scratch Free Batch 2025"", ""description"": ""English"", ""instructor"": ""Testbook & Team""}]}",https://app.skyvern.com/tasks/tsk_385116302044750186,Failure,The bot failed to search video lectures on Quantitative Aptitude for CAT exams insted it extracted the output from syllabus and exam pattern.,FALSE,The issue is related to the AI agent's information retrieval and search capability rather than the underlying infrastructure. The agent incorrectly processed information by extracting the wrong type of content (syllabus and exam pattern) instead of the intended video lectures.
1771,tsk_385116319603060780,completed,"{""upcoming_exam_preparation_categories"": [""SSC Exams"", ""Banking Exams"", ""Teaching Exams"", ""Civil Services Exam"", ""Railways Exams"", ""Engineering Recruitment Exams"", ""Defence Exams"", ""State Govt. Exams"", ""Police Exams"", ""Insurance Exams"", ""Nursing Exams"", ""Other Govt. Exams"", ""NRA CET"", ""PG Entrance Exams"", ""Campus Placement"", ""Marketing"", ""MBA Entrance Exam"", ""CUET and UG Entrance"", ""Professional Skills"", ""Software Development"", ""Data Science & Analytics"", ""Accounting and Commerce"", ""Management"", ""Judiciary Exams"", ""Regulatory Body Exams""]}",https://app.skyvern.com/tasks/tsk_385116319603060780,Failure,"The bot failure to perform the task correctly. Instead of focusing on upcoming exam categories, the bot searches for popular exams and gets stuck on the page.

",FALSE,"This issue is related to the AI agent's navigation and decision-making process when selecting categories. The bot is incorrectly focusing on popular exams instead of the specified upcoming exam categories, indicating a problem with its logic or parameters, not an infrastructure issue."
1772,tsk_385116338231496004,completed,"{""faqs"": [{""question"": ""Why was my payment declined?"", ""answer"": null}, {""question"": ""Why is my card getting charged even though the payment was declined?"", ""answer"": null}, {""question"": ""I\u2019m paying with a corporate card and need to enter a billing ZIP code. What should I do?"", ""answer"": null}]}",https://app.skyvern.com/tasks/tsk_385116338231496004,Success,The bot successfully completed the task,,
1773,tsk_385116353584357744,completed,"{""state_agencies"": [{""name"": ""Emergency Management, Division of (TDEM)"", ""url"": ""https://tdem.texas.gov/""}]}",https://app.skyvern.com/tasks/tsk_385116353584357744,Success,The bot successfully completed the task,,
1774,tsk_385116371142668338,completed,"{""submission_requirements_checklist"": {""steps"": [{""step_number"": 1, ""description"": ""If you live in one of the designated counties in Texas that require emissions testing, have your vehicle inspected at a certified inspection station that offers emissions testing."", ""additional_details"": ""Texas requires vehicles in these designated counties to have a passing emissions test before applying for registration: Brazoria, Collin, Dallas, Denton, El Paso, Ellis, Fort Bend, Galveston, Harris, Johnson, Kaufman, Montgomery, Parker, Rockwall, Tarrant, Travis, and Williamson."", ""links"": [{""text"": ""Learn more about emissions testing on the Texas Department of Public Safety website"", ""href"": ""https://www.dps.texas.gov/section/vehicle-inspection/faq/emissions-testing""}, {""text"": ""Find an inspection station"", ""href"": ""https://www.dps.texas.gov/apps/rsd/vi/VIactiveStationLocator/""}]}, {""step_number"": 2, ""description"": ""Show insurance coverage for the required minimums per person, per accident, and for property damage."", ""additional_details"": null, ""links"": []}, {""step_number"": 3, ""description"": ""Get your vehicle registration and sticker at your local county Tax Assessor Collector office."", ""additional_details"": null, ""links"": [{""text"": ""Learn how to register your vehicle"", ""href"": ""https://www.txdmv.gov/motorists/register-your-vehicle""}]}]}}",https://app.skyvern.com/tasks/tsk_385116371142668338,Failure,the bot fails to complete the task correctly by displaying unrelated submission requirements instead of the official checklist.,FALSE,"The error described is related to the AI agent displaying incorrect information, which indicates an issue with how the agent is interpreting or retrieving data, rather than a problem with browser infrastructure."
1775,tsk_385116383649128822,completed,"{""headline"": ""Wife of wrongly deported Maryland man Kilmar Abrego Garcia forced into safe house after government posts address online"", ""summary"": ""Homeland Security shared copy of protective order from 2021 revealing family\u2019s address on social media.""}",https://app.skyvern.com/tasks/tsk_385116383649128822,Success,The bot successfully completed the task,,
1776,tsk_385116405123965308,failed,null,https://app.skyvern.com/tasks/tsk_385116405123965308,Failure,The bot failed to search articles on “climate change”,FALSE,"This issue is related to the AI agent's ability to search and retrieve information, not the infrastructure. The error describes a failure in the agent's task performance rather than an infrastructure problem."
1777,tsk_385116424130841936,completed,"{""title"": ""Big Tech\u2019s bet on Donald Trump has blown up in their face. No one is surprised but them"", ""author"": ""Io Dodds""}",https://app.skyvern.com/tasks/tsk_385116424130841936,Failure,"The bot failed to search a editorial opinion piece on current US politics, insted it extracted the output from the homepage",FALSE,"This issue is related to the AI agent's ability to navigate and retrieve information from the web. The agent failed to perform a search functionality and mistakenly extracted incorrect content, which is not related to the infrastructure but rather to the agent's logic and processing."
1778,tsk_385116435567177788,completed,"{""featured_articles"": [{""title"": ""Tesla\u2019s Remarkably Bad Quarter Is Even Worse Than It Looks""}, {""title"": ""Tim Walz Looks Into the Void""}, {""title"": ""Trump Is Acting as a Proxy for Putin""}]}",https://app.skyvern.com/tasks/tsk_385116435567177788,Success,The bot successfully completed the task,,
1779,tsk_385116454195613018,completed,"{""articles"": [{""title"": ""Global Warming: The Convenient Truth"", ""url"": ""https://www.theatlantic.com/magazine/archive/2007/03/global-warming-the-convenient-truth/305749/""}, {""title"": ""Global Warming: Time for a Court Order"", ""url"": ""https://www.theatlantic.com/magazine/archive/2006/12/global-warming-time-for-a-court-order/305475/""}, {""title"": ""Global Warming: Winners and Losers"", ""url"": ""https://www.theatlantic.com/magazine/archive/2007/04/global-warming-winners-and-losers/305832/""}, {""title"": ""What Are Kids Learning About Global Warming?"", ""url"": ""https://www.theatlantic.com/education/archive/2014/06/what-are-kids-learning-about-global-warming/373532/""}, {""title"": ""Stopping Keystone XL Won't Stop Global Warming"", ""url"": ""https://www.theatlantic.com/business/archive/2011/11/stopping-keystone-xl-wont-stop-global-warming/248053/""}]}",https://app.skyvern.com/tasks/tsk_385116454195613018,Success,The bot successfully completed the task,,
1780,tsk_385116471375482208,completed,"{""digital_subscription"": {""price"": ""$79.99/year"", ""benefits"": [""Unlimited access on any device"", ""The Atlantic app for iOS and Android"", ""Narrated articles and podcasts"", ""Access to the digital archive from 1857 to today"", ""Ability to gift articles to share with other readers"", ""Access to subscriber events such as screenings and Q&As""], ""ad_free_access"": false, ""physical_delivery"": false, ""free_gift_subscription"": false, ""complimentary_tote_bag"": false}, ""digital_print_subscription"": {""price"": ""$89.99/year"", ""benefits"": [""Unlimited access on any device"", ""The Atlantic app for iOS and Android"", ""Narrated articles and podcasts"", ""Access to the digital archive from 1857 to today"", ""Ability to gift articles to share with other readers"", ""Access to subscriber events such as screenings and Q&As"", ""12 magazine issues delivered to your door""], ""ad_free_access"": true, ""physical_delivery"": true, ""free_gift_subscription"": false, ""complimentary_tote_bag"": true}}",https://app.skyvern.com/tasks/tsk_385116471375482208,Success,The bot successfully completed the task,,
1781,tsk_385116482811818058,completed,"{""word"": ""employment"", ""section"": ""Legal Dictionary"", ""sentence"": ""The terms and conditions of an architect's employment are designated in a contract and are governed by general rules of contract law."", ""source_url"": ""https://legal-dictionary.thefreedictionary.com/employment""}",https://app.skyvern.com/tasks/tsk_385116482811818058,Success,The bot successfully completed the task,,
